ID,day,organism,em_Preferred_name,em_desc,Marinobacter_LFC,Marinobacter_pvalue,Marinobacter_padj,Alteromonas_LFC,Alteromonas_pvalue,Alteromonas_padj,Pseudohoeflea_LFC,Pseudohoeflea_pvalue,Pseudohoeflea_padj,Thalassospira_1_LFC,Thalassospira_1_pvalue,Thalassospira_1_padj,Thalassospira_2_LFC,Thalassospira_2_pvalue,Thalassospira_2_padj
1_1780_MED4_genome,2,MED4,trpE,Alternative locus ID,0.223778328,0.547199303,0.656981163,-0.039035776,0.942139831,0.996786786,0.54355356,0.135246632,0.218218937,0.434214426,0.359157392,1,0.111068168,0.778201006,0.835965158
1_1781_MED4_genome,2,MED4,psaD,Alternative locus ID,1.870875502,0.018110224,0.073456002,0.803067486,0.524652375,0.996786786,2.127623173,0.015489585,0.04620418,-0.398504061,0.738324211,1,2.863624127,0.012401962,0.074918771
1_1782_MED4_genome,2,MED4,,Alternative locus ID,-0.667387226,0.018251679,0.073456002,-0.572399565,0.537868434,0.996786786,-0.76428054,0.009227756,0.033764797,-0.278371634,0.606590282,1,-0.71935601,0.035111543,0.112228411
1_1783_MED4_genome,2,MED4,rodA,Peptidoglycan polymerase that is essential for cell wall elongation,-0.973161286,0.163863146,0.285645285,-1.546775171,0.129017643,0.996786786,-0.876039727,0.184696379,0.280697583,-0.270849968,0.861571612,1,-1.535557676,0.080520657,0.172249645
1_1784_MED4_genome,2,MED4,mrp,Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP,0.373768478,0.074953346,0.170195483,0.100842448,0.855615741,0.996786786,0.406590537,0.04037676,0.089876891,0.032224575,0.925787093,1,0.290126421,0.202122228,0.314904137
1_1785_MED4_genome,2,MED4,hemF,Involved in the heme and chlorophyll biosynthesis. Catalyzes the aerobic oxidative decarboxylation of propionate groups of rings A and B of coproporphyrinogen-III to yield the vinyl groups in protoporphyrinogen-IX,-0.123745829,0.495040696,0.609598191,-0.01252766,0.982095743,0.996786786,0.058255252,0.715307183,0.794280404,-0.177161029,0.605224871,1,0.087325199,0.676804516,0.752396687
1_1786_MED4_genome,2,MED4,,Alternative locus ID,-0.269605382,0.236099057,0.361103733,-1.393212412,0.031813195,0.686664585,-0.439164097,0.045660764,0.099112234,0.006253934,0.992049309,1,-0.358768688,0.178043067,0.290185089
1_1787_MED4_genome,2,MED4,rnd,Alternative locus ID,-0.455077895,0.242404733,0.368693184,-0.464791095,0.537511863,0.996786786,-0.642748411,0.085585876,0.155839307,0.046358644,0.941925302,1,0.073470783,0.841944402,0.884294804
1_1788_MED4_genome,2,MED4,,Alternative locus ID,0.351917195,0.196128886,0.320387563,0.681375714,0.210441782,0.996786786,0.661467164,0.014380378,0.044199529,0.269340966,0.472670332,1,0.316061667,0.238158593,0.353587736
1_1789_MED4_genome,2,MED4,,protein conserved in bacteria Function,-0.275215792,0.219530931,0.342026698,-0.902336413,0.207519921,0.996786786,-0.222256471,0.286622389,0.393660702,-0.227591463,0.580780083,1,-0.369421781,0.178632854,0.29031617
1_179_MED4_genome,2,MED4,,"Catalyzes the hydrolysis of 1,4-dihydroxy-2-naphthoyl- CoA (DHNA-CoA) to 1,4-dihydroxy-2-naphthoate (DHNA), a reaction involved in phylloquinone (vitamin K1) biosynthesis",-0.515897827,0.055515454,0.142004244,-0.201773631,0.745164062,0.996786786,-0.558369461,0.067757134,0.130684191,0.065215875,0.945268173,1,-0.628506736,0.05199459,0.133716993
1_1790_MED4_genome,2,MED4,,Alternative locus ID,-0.358026312,0.180890321,0.304548911,0.787232657,0.331372533,0.996786786,-0.174611156,0.473425543,0.581862103,-0.769999584,0.066839685,1,-0.323844279,0.246228782,0.362456314
1_1791_MED4_genome,2,MED4,,Alternative locus ID,-0.05659909,0.800759711,0.857669287,-0.046740833,0.933600365,0.996786786,0.015830226,0.938816192,0.957762031,-0.307050044,0.450927942,1,0.227073299,0.37937489,0.494087568
1_1792_MED4_genome,2,MED4,purM,Phosphoribosylformylglycinamidine cyclo-ligase,-0.432747877,0.095442214,0.19664794,-0.118729408,0.849397362,0.996786786,0.083342075,0.679907048,0.764696393,-0.37370095,0.303891891,1,-0.018421773,0.93720338,0.957133276
1_1793_MED4_genome,2,MED4,panC/cmk,Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate,-0.448346277,0.053254102,0.138505462,-0.555674238,0.409615507,0.996786786,-0.358057737,0.046646801,0.100683713,0.004131437,0.991854445,1,-0.213633458,0.313947707,0.433256857
1_1794_MED4_genome,2,MED4,wzb,Belongs to the low molecular weight phosphotyrosine protein phosphatase family,-0.67560326,0.011134866,0.06147188,-2.047999829,0.003455384,0.184383145,-0.436138138,0.029933798,0.072604579,-0.103965375,0.846750552,1,-0.624320719,0.031676283,0.107405985
1_1795_MED4_genome,2,MED4,pebB,"Catalyzes the two-electron reduction of the C2 and C3(1) diene system of 15,16-dihydrobiliverdin",-0.958708537,0.010061614,0.059655435,-1.505545368,0.144622388,0.996786786,-0.918536747,0.005848188,0.026691089,-0.137527746,0.875181045,1,-0.980060027,0.014959719,0.079497743
1_1796_MED4_genome,2,MED4,pebA,Catalyzes the two-electron reduction of biliverdin IX- alpha at the C15 methine bridge,-0.719730393,0.29167608,0.420022302,-1.481505081,0.194206979,0.996786786,-1.177988901,0.056907695,0.116050619,0.347747706,0.887479749,1,-0.507547008,0.403625535,0.518952895
1_1797_MED4_genome,2,MED4,ho1,Heme oxygenase,-0.340335756,0.278315166,0.40688237,-0.639022898,0.347629228,0.996786786,-0.367811052,0.211413356,0.308840347,0.032370561,0.948334508,1,0.017604178,0.952001892,0.967616738
1_1798_MED4_genome,2,MED4,,Alternative locus ID,-0.35184939,0.106521181,0.211927165,-0.520296538,0.489695719,0.996786786,-0.822126851,0.00181936,0.016032065,-0.243354682,0.536309546,1,-0.556072751,0.043355464,0.124121977
1_1799_MED4_genome,2,MED4,icd,Alternative locus ID,0.450372293,0.064068853,0.154326355,0.168767652,0.762830259,0.996786786,0.351450724,0.130181003,0.211738786,0.160758709,0.681056828,1,0.52744387,0.077466832,0.167961382
1_18_MED4_genome,2,MED4,sirA,sulfur carrier activity,-0.024446163,0.926412057,0.95167784,0.627883616,0.25710585,0.996786786,0.109680248,0.551423032,0.655091926,-0.281612136,0.569651107,1,-0.206206551,0.40534534,0.519663678
1_180_MED4_genome,2,MED4,menE,O-succinylbenzoic acid--CoA ligase,-1.213417253,0.013945464,0.069402165,-1.091855976,0.343166639,0.996786786,-1.22232114,0.011155729,0.03766284,-0.755377476,0.440177139,1,-1.437172669,0.014503352,0.079497743
1_1800_MED4_genome,2,MED4,,Alternative locus ID,-0.816016294,0.008521293,0.057235675,-1.365915473,0.142476776,0.996786786,-1.086739369,0.001029886,0.013081585,-0.446202074,0.447237682,1,-0.751261526,0.024444098,0.094177811
1_1801_MED4_genome,2,MED4,galM,Alternative locus ID,-0.304290014,0.520846037,0.633667652,-0.688397958,0.370546878,0.996786786,-0.343256238,0.341916016,0.451113095,-0.161486505,0.798104986,1,-1.134151349,0.037552372,0.115977665
1_1802_MED4_genome,2,MED4,,Alpha beta hydrolase,0.136373077,0.468867052,0.586259179,-0.112043503,0.833769539,0.996786786,0.103804843,0.547828096,0.651627104,0.209681647,0.512500037,1,-0.050708558,0.804142717,0.853896694
1_1803_MED4_genome,2,MED4,kefB,Na H antiporter,0.547929675,0.125161939,0.234575151,0.189419951,0.752540218,0.996786786,0.905253957,0.020042721,0.055002953,0.554766169,0.235029542,1,0.271254349,0.439189113,0.55074466
1_1804_MED4_genome,2,MED4,glgP,"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties",0.16393829,0.479569579,0.595894671,0.061677151,0.908770855,0.996786786,-0.20033927,0.347776074,0.458237415,-0.088203347,0.792916085,1,-0.384635903,0.176947484,0.289044317
1_1805_MED4_genome,2,MED4,,Alternative locus ID,0.9426794,0.007460864,0.055381419,0.777848553,0.348726633,0.996786786,1.422670909,0.000813569,0.012333082,0.245657326,0.672410204,1,1.26313959,0.004601876,0.065573427
1_1806_MED4_genome,2,MED4,rnc,"Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism",-0.069974431,0.69009953,0.77825627,-0.33018932,0.552882142,0.996786786,-0.251334854,0.141066211,0.225447746,0.071035888,0.865735837,1,-0.256851565,0.227659797,0.341934692
1_1807_MED4_genome,2,MED4,,Alternative locus ID,0.025155393,0.907863196,0.940671629,0.266855898,0.621774691,0.996786786,0.163152031,0.498767308,0.607181241,0.307988811,0.596109919,1,0.57211487,0.060080618,0.14319634
1_1808_MED4_genome,2,MED4,rimM,"An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes",-0.733378261,0.060652218,0.149375526,-0.983316068,0.241225105,0.996786786,-0.826805164,0.048281183,0.103233687,-0.50432688,0.315662866,1,-0.415089155,0.302525674,0.422495513
1_1809_MED4_genome,2,MED4,glmS,"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source",0.441197426,0.052462598,0.138015203,-0.00205889,0.997149494,1,0.677692081,0.003853897,0.021753045,0.276049724,0.416871643,1,0.453138572,0.056076709,0.139177465
1_181_MED4_genome,2,MED4,menC,Belongs to the mandelate racemase muconate lactonizing enzyme family,-0.862853237,0.013508438,0.068109472,-0.722701393,0.493501642,0.996786786,-1.108783927,0.003072109,0.019893773,-0.323631224,0.678786169,1,-1.31168535,0.00503677,0.065573427
1_1810_MED4_genome,2,MED4,psaC,"essential for photochemical activity. FB is the terminal electron acceptor of PSI, donating electrons to ferredoxin. The C-terminus interacts with PsaA B D and helps assemble the protein into the PSI complex. Required for binding of PsaD and PsaE to PSI. PSI is a plastocyanin cytochrome c6- ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn",2.198485171,0.001689913,0.039112333,0.886092265,0.585953627,0.996786786,2.63652263,0.001045856,0.013131304,0.014809709,0.989320159,1,2.850698707,0.002808958,0.058020215
1_1811_MED4_genome,2,MED4,acpP,Carrier of the growing fatty acid chain in fatty acid biosynthesis,1.504641599,0.001010941,0.038416683,0.711194556,0.551828346,0.996786786,2.01440638,6.38E-05,0.005836517,0.584066337,0.421080261,1,1.540948535,0.001055188,0.058020215
1_1812_MED4_genome,2,MED4,fabF,Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP,1.23581391,0.003014333,0.042892841,0.488836097,0.599434159,0.996786786,1.630622396,0.000148969,0.006806483,0.62577921,0.251982198,1,1.035150295,0.006853008,0.066456637
1_1813_MED4_genome,2,MED4,tktA,"Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate",1.258894338,0.00126931,0.038416683,0.429757422,0.637582761,0.996786786,1.506855932,0.000199432,0.007611541,0.519380562,0.330436765,1,1.091968018,0.004229056,0.063968629
1_1814_MED4_genome,2,MED4,thiC,Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction,1.012754799,0.001530275,0.038416683,0.478536165,0.562219604,0.996786786,1.163803981,0.000393598,0.00921594,0.131524931,0.805698951,1,0.914931636,0.005988498,0.065573427
1_1815_MED4_genome,2,MED4,,Protein of unknown function (DUF3188),-0.747090447,0.251982745,0.378789795,-2.076428206,0.022298575,0.571140831,-0.484334697,0.370464336,0.481829377,-0.051245089,0.958139439,1,-1.22805362,0.105154463,0.200996739
1_1816_MED4_genome,2,MED4,ama,Alternative locus ID,-0.552233338,0.084884993,0.181347198,-1.240271676,0.087656623,0.996786786,-0.561468192,0.126436067,0.207948361,0.067937101,0.906379977,1,-0.427850184,0.234018918,0.349188527
1_1817_MED4_genome,2,MED4,,Alternative locus ID,-0.177196997,0.391854883,0.519140159,-0.172068624,0.769868852,0.996786786,-0.335621303,0.17421152,0.266874267,-0.031277055,0.9328107,1,-0.226295875,0.396090832,0.51272944
1_1818_MED4_genome,2,MED4,ruvB,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing",-0.468706968,0.035506312,0.106878391,-0.186585246,0.799842859,0.996786786,-0.616788788,0.010144019,0.035821067,-0.297613416,0.453887497,1,-0.463570094,0.062551953,0.146718317
1_1819_MED4_genome,2,MED4,smpB,"Required for rescue of stalled ribosomes mediated by trans-translation. Binds to transfer-messenger RNA (tmRNA), required for stable association of tmRNA with ribosomes. tmRNA and SmpB together mimic tRNA shape, replacing the anticodon stem-loop with SmpB. tmRNA is encoded by the ssrA gene",-0.48249699,0.281495193,0.409971391,-0.778364465,0.315040806,0.996786786,-0.800177827,0.114092019,0.192086563,-0.494363205,0.348232519,1,0.103790685,0.815176102,0.861534304
1_182_MED4_genome,2,MED4,menA,"Involved in the synthesis of phylloquinone (vitamin K1). Catalyzes the transfer of a prenyl chain to 2-carboxy-1,4- naphthoquinone",-0.781361248,0.015799708,0.070477819,-1.058976879,0.26125772,0.996786786,-0.84791447,0.005863425,0.026691089,-0.296423813,0.655086877,1,-1.115116472,0.008135542,0.068834845
1_1820_MED4_genome,2,MED4,,Alternative locus ID,1.197865558,0.000988771,0.038416683,0.611273119,0.49745761,0.996786786,1.466615334,0.00039819,0.00921594,0.529347108,0.342827675,1,1.39714851,0.001159856,0.058020215
1_1821_MED4_genome,2,MED4,lysS,Belongs to the class-II aminoacyl-tRNA synthetase family,0.402531245,0.081988875,0.178176771,0.244852673,0.654217027,0.996786786,0.5400775,0.04599485,0.099470475,-0.284467888,0.579906213,1,0.441604292,0.124771251,0.225692629
1_1822_MED4_genome,2,MED4,,Alternative locus ID,1.08085367,0.001357133,0.038416683,0.503056081,0.556482955,0.996786786,1.286451677,0.000251771,0.008149364,0.15770029,0.782526548,1,1.214160501,0.001926125,0.058020215
1_1823_MED4_genome,2,MED4,,Alternative locus ID,-0.660675599,0.053900428,0.139545449,-1.241155118,0.243699275,0.996786786,-0.640070262,0.116440253,0.195427216,-1.67784038,0.139739875,1,-1.052205142,0.022348455,0.090956317
1_1824_MED4_genome,2,MED4,mreC,shape-determining protein,-0.426218595,0.089785039,0.188705755,-0.307722837,0.683551005,0.996786786,-0.29636727,0.146651751,0.233017381,-0.031672743,0.953563054,1,-0.633647157,0.045191362,0.126571461
1_1825_MED4_genome,2,MED4,mreB,Alternative locus ID,0.02223065,0.932840246,0.955216478,-0.136798907,0.797730295,0.996786786,0.280057045,0.28619128,0.393538618,0.199031336,0.750342659,1,-0.133865036,0.659613471,0.74057129
1_1826_MED4_genome,2,MED4,ssb,Single-stranded DNA-binding protein,1.175194434,0.144835369,0.260513805,-0.04406109,0.94619275,0.996786786,0.714615299,0.390610283,0.502250571,-0.700776308,0.559012893,1,2.078131284,0.055252367,0.138505713
1_1827_MED4_genome,2,MED4,dedA,DedA family,0.252143091,0.397222133,0.524151619,-0.315724049,0.555949273,0.996786786,0.092126921,0.695420727,0.778044972,-0.120273096,0.770870686,1,-0.172384382,0.548735272,0.645116559
1_1828_MED4_genome,2,MED4,ahcY,May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine,1.073038565,0.002543986,0.042373073,0.531135816,0.510485491,0.996786786,0.958244397,0.006842095,0.029010629,-0.003226426,0.995764403,1,1.024940704,0.01070143,0.073231376
1_1829_MED4_genome,2,MED4,,to have essential role in cell wall biosynthesis,-0.949936347,0.009856804,0.05946675,-0.778909262,0.378551375,0.996786786,-1.038613084,0.006045636,0.027134737,0.04158468,0.960766733,1,-0.911815802,0.030635389,0.106613374
1_183_MED4_genome,2,MED4,menF,Isochorismate synthase Menaquinone-specific isochorismate synthase,-0.639971647,0.045203763,0.12566777,-0.599463334,0.523895974,0.996786786,-0.514086662,0.036609599,0.084123254,-0.178406656,0.786781195,1,-0.792128949,0.025664802,0.096317465
1_1830_MED4_genome,2,MED4,cscK,Alternative locus ID,-0.180168685,0.345169154,0.470262372,-0.51731252,0.35370598,0.996786786,0.01585193,0.91764922,0.942621583,0.02733793,0.934586781,1,-0.05482541,0.775994348,0.834183068
1_1831_MED4_genome,2,MED4,,Alpha beta hydrolase,-0.333995241,0.210807322,0.334955224,-0.537322331,0.505080722,0.996786786,-0.832722785,0.02150619,0.057619792,-0.66691598,0.268661907,1,-0.461022117,0.138494331,0.244529052
1_1832_MED4_genome,2,MED4,,Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released,1.541134623,0.000914362,0.038416683,0.732660981,0.480578073,0.996786786,1.338491484,0.001237579,0.013822028,-0.093841061,0.901355584,1,1.647206057,0.001896864,0.058020215
1_1833_MED4_genome,2,MED4,mgtE,Acts as a magnesium transporter,-0.45035288,0.057851225,0.145600208,-1.272489266,0.03036728,0.673064406,-0.350372804,0.096097169,0.169205006,-0.272742321,0.527227434,1,-0.396946791,0.140389289,0.24648103
1_1834_MED4_genome,2,MED4,,"Important for reducing fluoride concentration in the cell, thus reducing its toxicity",-2.846428101,0.126464472,0.235908842,-10.56032078,0.116500857,0.996786786,-1.976451642,0.277395865,0.384210066,-2.157002611,0.586308905,1,-2.732116142,0.196564434,0.308496959
1_1835_MED4_genome,2,MED4,ccrB,"Important for reducing fluoride concentration in the cell, thus reducing its toxicity",-0.604372722,0.46906838,0.586259179,-2.78110623,0.001024875,0.103620274,-0.187418248,0.812131368,0.868654988,-0.16622505,0.933063997,1,-1.428456727,0.140825486,0.24648103
1_1836_MED4_genome,2,MED4,,Alternative locus ID,0.20729812,0.266591462,0.394547148,-0.009547279,0.985745079,0.997702607,0.499264457,0.03233949,0.076505832,0.438068319,0.259459611,1,0.493761225,0.060323726,0.143263739
1_1837_MED4_genome,2,MED4,gyrB,"A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner",0.331393581,0.416386249,0.539364791,-0.131205025,0.813160733,0.996786786,0.450590553,0.281461369,0.388145936,-0.489111626,0.428885477,1,1.114151964,0.047081108,0.12774408
1_1838_MED4_genome,2,MED4,miaA,"Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)",-0.14822418,0.596241805,0.697685002,-0.380624104,0.508786598,0.996786786,-0.501635905,0.065853905,0.128264857,-0.039838737,0.928024525,1,0.148314175,0.534867943,0.633465671
1_1839_MED4_genome,2,MED4,infC,"IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins",0.972091182,0.009028276,0.05946675,0.173835892,0.804800685,0.996786786,0.906962211,0.019728702,0.054296327,-0.292927145,0.652271442,1,1.192807894,0.007989754,0.068834845
1_184_MED4_genome,2,MED4,gshB,Belongs to the prokaryotic GSH synthase family,-0.058831039,0.739933062,0.813629887,0.028787648,0.958757513,0.996786786,-0.077002515,0.611498769,0.713379445,0.104174646,0.754812005,1,-0.02276666,0.906426509,0.931645438
1_1840_MED4_genome,2,MED4,,Alternative locus ID,-0.431896054,0.203006059,0.328261481,-0.193493127,0.802313285,0.996786786,-0.256890422,0.385421762,0.497577422,-0.014510517,0.978896356,1,-0.499645069,0.219993008,0.335668442
1_1841_MED4_genome,2,MED4,cysE,Serine acetyltransferase,-0.057903957,0.738614663,0.813629887,0.017023995,0.97631241,0.996786786,-0.097033561,0.559611542,0.662770513,-0.083068497,0.80034165,1,-0.013330309,0.946688421,0.964768412
1_1842_MED4_genome,2,MED4,secA,"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane",0.229532333,0.258557745,0.385628438,0.048306104,0.928021598,0.996786786,0.283129616,0.16596212,0.257107446,-0.145731875,0.693779626,1,0.455834363,0.089573858,0.182666009
1_1843_MED4_genome,2,MED4,wecD,Alternative locus ID,-0.334367402,0.130374173,0.240584808,-0.420575729,0.55146672,0.996786786,-0.391631543,0.065726631,0.128183613,0.214547363,0.61451011,1,-0.347419181,0.155003945,0.263137292
1_1844_MED4_genome,2,MED4,,GtrA-like protein,-0.334021352,0.532788806,0.645649391,-0.574627476,0.499029796,0.996786786,-0.128509785,0.706043706,0.788094108,0.138983631,0.868701704,1,-0.962660448,0.049369022,0.130565921
1_1845_MED4_genome,2,MED4,,Alternative locus ID,0.531070482,0.014842938,0.070369476,-0.039638331,0.944962616,0.996786786,0.451786318,0.030241636,0.072982641,0.074931138,0.837662931,1,0.508764799,0.040021562,0.119752992
1_1846_MED4_genome,2,MED4,ribH,"Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin",1.146420585,0.001965178,0.040160705,0.345402969,0.684326685,0.996786786,1.589883752,0.000200274,0.007611541,0.187626284,0.755300023,1,1.313045405,0.002390215,0.058020215
1_1847_MED4_genome,2,MED4,,Controls the interaction of photosystem II (PSII) cores with the light-harvesting antenna,1.803734952,0.001790387,0.039766409,0.751743071,0.539088509,0.996786786,2.302957973,0.00087573,0.012622979,0.133561707,0.884074892,1,2.383636609,0.003018153,0.059161964
1_1848_MED4_genome,2,MED4,mutS,that it carries out the mismatch recognition step. This protein has a weak ATPase activity,-0.927737084,0.015986709,0.070598776,-1.247473672,0.205964871,0.996786786,-1.248660226,0.005560398,0.025947353,-0.38099408,0.569435988,1,-0.756142621,0.046829569,0.127602272
1_1849_MED4_genome,2,MED4,cobH,Alternative locus ID,-0.685224281,0.124999557,0.234575151,-3.245347212,0.000165965,0.028983593,-1.255877955,0.047121413,0.101366444,-0.501236336,0.486691864,1,-0.646039671,0.180150323,0.292041156
1_185_MED4_genome,2,MED4,grxC,Has a glutathione-disulfide oxidoreductase activity in the presence of NADPH and glutathione reductase. Reduces low molecular weight disulfides and proteins,0.34991462,0.461107795,0.578946454,-0.287581399,0.59212501,0.996786786,0.095650279,0.837884443,0.887307616,0.347789361,0.567170932,1,1.109514824,0.067834716,0.155316435
1_1850_MED4_genome,2,MED4,holA,III delta subunit,-0.813922652,0.022387622,0.081451936,-1.182900255,0.193731087,0.996786786,-0.901969778,0.017345173,0.050030147,-1.021576983,0.125605734,1,-0.456203168,0.187990731,0.30019135
1_1851_MED4_genome,2,MED4,lysC,Alternative locus ID,-0.364164734,0.225938073,0.349177022,-0.315665942,0.651156687,0.996786786,-0.308571298,0.243171898,0.346024604,-0.412086521,0.319492237,1,-0.233961636,0.403704233,0.518952895
1_1852_MED4_genome,2,MED4,uvrB,"damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage",0.435097657,0.079563415,0.175276744,-0.021465747,0.969140861,0.996786786,0.46672137,0.031377497,0.074784332,0.082564745,0.808808499,1,0.238115506,0.329524813,0.447361955
1_1853_MED4_genome,2,MED4,,Alternative locus ID,1.113471201,0.003479957,0.046748228,0.295333034,0.737698599,0.996786786,1.463602887,0.000334542,0.00921594,0.452738481,0.373245205,1,1.006232573,0.007713408,0.068283213
1_1854_MED4_genome,2,MED4,tilS,"Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine",-1.026780415,0.009665864,0.05946675,-0.469476407,0.66208952,0.996786786,-0.968845557,0.003341385,0.020442038,0.148526735,0.955397541,1,-0.971539417,0.019290048,0.084991243
1_1855_MED4_genome,2,MED4,rnj,An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and or decay,0.667687206,0.012804924,0.066124352,0.273596289,0.663596361,0.996786786,0.840906069,0.007195261,0.029917958,-0.062341144,0.902622851,1,0.841725629,0.013343339,0.076995685
1_1856_MED4_genome,2,MED4,dapA,Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA),0.449280168,0.21806184,0.340301761,0.267897883,0.651248268,0.996786786,0.729871888,0.047608398,0.102185177,0.346224721,0.401111732,1,0.247367128,0.494221477,0.600505666
1_1857_MED4_genome,2,MED4,asd,Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate,-0.439556271,0.092901091,0.192481909,-0.231398659,0.764365529,0.996786786,-0.388433322,0.088921995,0.160092927,0.053128569,0.93067885,1,-0.706129516,0.038907861,0.11826266
1_1858_MED4_genome,2,MED4,tig,Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase,0.597280681,0.02888387,0.093410629,0.484930634,0.415331499,0.996786786,0.628004673,0.010268184,0.036050069,0.152354434,0.716460562,1,0.630598577,0.022186294,0.090956317
1_1859_MED4_genome,2,MED4,clpP2,Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins,0.605195278,0.015616444,0.070477819,0.15288952,0.797616296,0.996786786,0.64628735,0.017105713,0.049562707,-0.157393329,0.76727927,1,0.687169357,0.027553881,0.09986982
1_186_MED4_genome,2,MED4,prfB,Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA,-0.539352354,0.024163888,0.084244698,-0.369685351,0.557602215,0.996786786,0.02381853,0.894758647,0.925097611,-0.215533451,0.558467703,1,-0.257158605,0.244965373,0.360888204
1_1860_MED4_genome,2,MED4,clpX,ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP,0.599108847,0.014981682,0.070369476,0.246183134,0.712408504,0.996786786,0.993654988,0.001035045,0.013081585,0.19208644,0.64099394,1,0.745925465,0.011581004,0.073519171
1_1861_MED4_genome,2,MED4,dnaX,"DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity",-0.327517286,0.134179401,0.246187803,-0.348502364,0.570317784,0.996786786,-0.263023035,0.14506341,0.230796416,-0.155876113,0.656121721,1,-0.429268826,0.086177541,0.178969791
